id,severity,confidence,category,root_cause_candidate,file,line_start,line_end,symbol,description,evidence,reproduction,impact,recommended_fix,regression_test,status,reviewer,tools_used,adjudicacao
F-032,HIGH,CONFIRMED,ci-gating,,.github/workflows/test.yml,17,20,on: pull_request,"Tests only run on pull requests to main, and the deploy workflow has no dependency on them at all",test.yml:17-20 has no push: trigger; deploy.yml has no needs: and no status-check query,,"A direct push to main, or a merge commit whose result differs from the PR head, is never tested; deploy.yml will ship a red or entirely untested main because the only gate is a human typing DEPLOY","Add push: branches:[main], mark both jobs required via branch protection, and have deploy assert a successful Tests run for the target SHA",,ADDRESSED_UNVERIFIED,A14-devops,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-033,HIGH,CONFIRMED,jwt-claim-validation,,app/auth.py,64,75,_get_user_from_jwt,"The only claim validated is sub; there is no typ/aud/iss/jti/iat check, so ANY token signed with SECRET_KEY carrying an email in sub is a full 8-hour session - including non-session tokens and tokens minted by the sibling service that shares the secret","payload.get(""sub"") then the user query, nothing else inspected; create_access_token only adds exp; app/routers/users.py:124 mints {""sub"":..., ""type"":""verify_email""} and users.py:218 DOES check payload.get(""type"") != ""verify_email"" while the session consumer does not; compose passes the SAME SECRET_KEY to crm and conversas and conversas/app/routers/auth.py:58 mints CRM-valid tokens from an unsalted SHA-256 password check",,"A verify_email token delivered in a URL query string (access logs, history, Referer) is a valid full session; the CRM cannot distinguish its own tokens from conversas-minted ones. Currently dormant only because the verification e-mail send is commented out (users.py:125) and CONVERSAS_SEED_DEV_DATA defaults false",Add typ/iss/aud/iat in create_access_token and reject mismatches in _get_user_from_jwt; give non-session tokens a distinct key or a mandatory typ,,RESOLVED,A02-auth,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
F-034,HIGH,CONFIRMED,config-fail-open,,app/config.py,11,11,ENVIRONMENT,"ENVIRONMENT defaults to development, and that single default silently disables CORS restrictions, secret enforcement, DB selection and docs gating","ENVIRONMENT = os.getenv(""ENVIRONMENT"",""development""); when absent: main.py:91 CORS [""*""], main.py:78-79 exposes /docs and /redoc, config.py:16 generates a throwaway SECRET_KEY instead of raising, config.py:28 falls back to SQLite, config.py:63 flips SEED_INITIAL_ADMIN to true; ENVIRONMENT=production comes from exactly one place, docker-compose.yml:52",,"Any launch outside docker-compose (bare uvicorn, systemd, hand-written docker run, k8s, staging) silently degrades to wide-open CORS, published API docs and a DIFFERENT EMPTY SQLite database while /api/health still reports online","Make ENVIRONMENT required, or default it to production so the unsafe mode must be opted into",,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-035,HIGH,HIGH,secret-handling/divergence,,app/config.py,16,23,SECRET_KEY,This service fails closed when SECRET_KEY is missing but the sibling service that validates the SAME JWTs falls back to a public hardcoded string,"app/config.py:16-23 raises outside development; conversas/app/config.py:17 SECRET_KEY = os.getenv(""SECRET_KEY"",""dev-secret-key-change-me"") with no guard; both decode the same HS256 tokens against the same users table; compose:57 uses ${SECRET_KEY:?...} for the CRM but :115 uses plain ${SECRET_KEY} for conversas, which also propagates an EMPTY value without error",,"If SECRET_KEY is ever unset or empty for the conversas container, conversas accepts tokens signed with the publicly known string, so anyone can forge {""sub"": ""<admin email>""} and read every WhatsApp conversation plus the CRM data reachable through conversas/app/services/crm.py",Give conversas the same fail-closed guard and use ${SECRET_KEY:?...} for both services,,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-036,HIGH,CONFIRMED,resource-exhaustion,,app/database.py,15,16,_engine_kwargs,Connection pool sizing exceeds the Postgres role connection limit once the second service sharing the database is counted,"pool_size 10 + max_overflow 20 = 30 from the CRM alone; docker/postgres/init.sql:28 ALTER USER crm_user CONNECTION LIMIT 30; conversas pool 5+10 = 15 more AS THE SAME ROLE, total 45 > 30; ai_tools.py:35-39 pool_size=3 max_overflow=5 = 8 as crm_readonly whose limit is 5; postgresql.conf max_connections=50 with 3 reserved",,"Under normal concurrency Postgres returns FATAL: too many connections for role crm_user, surfaced as an unretried 500; one busy service starves the other","Size pools so crm+conversas <= 30 and drop the readonly engine to 2+3, or give conversas its own role",,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-037,HIGH,CONFIRMED,rate-limit-bypass/dos,,app/limiter.py,18,18,limiter,"Rate limiting is keyed on the peer socket IP, which behind Traefik is always Traefik container IP, so every client shares one bucket","Limiter(key_func=get_remote_address, default_limits=[""200/minute""]); compose expose 8000 + traefik labels; Dockerfile CMD sets no --forwarded-allow-ips and uvicorn defaults forwarded_allow_ips=127.0.0.1 so X-Forwarded-For is never trusted; repo-wide grep for proxy_headers/FORWARDED_ALLOW_IPS/X-Forwarded returns zero hits",,The global 200/min becomes a whole-application cap (a page load issues many /api calls so a handful of concurrent users get 429s) and 5/minute on login becomes 5 logins per minute for the entire company - any attacker locks out every employee with 5 requests,"Run uvicorn with --forwarded-allow-ips for the Traefik/docker subnet, or key on the left-most untrusted hop of X-Forwarded-For",,BLOCKED_OPERATOR,A01-core,read+grep (static); local python verification where noted,"correcao fora do repositorio (segredo, historico git, banco, n8n, Traefik ou VPS) — proibida por esta missao"
F-038,HIGH,CONFIRMED,rate-limit-boundary,,app/limiter.py,18,18,limiter,"The rate limiter keys on the SOCKET PEER while uvicorn runs WITHOUT --proxy-headers behind Traefik, so every request in the system shares a SINGLE BUCKET","limiter.py:14,18; Dockerfile:24 with no proxy flags; compose:41-42,64-67 remove the host port so the only ingress is Traefik; auth.py:22 5/minute on login; and conversas/app/routers/auth.py:91-97 PROXIES EVERY CONVERSAS PRODUCTION LOGIN to that same CRM endpoint from one container IP",,"The global 200/min and the login 5/min apply to the whole internet COLLECTIVELY: one noisy client or a handful of Conversas users locks EVERYONE out, and per-attacker brute-force protection does not exist","--proxy-headers --forwarded-allow-ips on both Dockerfiles, or key on the authenticated user id",,BLOCKED_OPERATOR,ARCH-crossfile,read+grep (static); local python verification where noted,"correcao fora do repositorio (segredo, historico git, banco, n8n, Traefik ou VPS) — proibida por esta missao"
F-039,HIGH,HIGH,startup/schema,,app/main.py,64,64,lifespan,"Both services call Base.metadata.create_all against the SAME Postgres and their users table definitions are incompatible, so whichever container boots first on a fresh DB defines the schema for both","app/main.py:64 and conversas/app/main.py:26 identical calls; compose 54 and 114 both point at the same DB; app/models/user.py declares nome String(100), role SAEnum(UserRole), email_verified Boolean NOT NULL while conversas/app/auth.py declares nome String(200), role String(20) and NO email_verified; create_all uses checkfirst so the loser is a silent no-op; both services only depend_on postgres, with no ordering between them",,"If conversas wins, users has no email_verified and role is VARCHAR(20) so every CRM query on users 500s and app/seed.py:33 aborts startup; if the CRM wins, role is a native userrole enum with labels ADMIN/USER and conversas/app/seed.py:54 role=""admin"" fails with invalid input value for enum userrole","Make one service the schema owner: drive all DDL from the idempotent migrations/ runner and remove create_all from both lifespans, or gate it behind IS_SQLITE",,OPEN,A01-core,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-040,HIGH,CONFIRMED,cors/csrf,,app/main.py,91,100,CORSMiddleware,"allow_origins=[""*""] combined with allow_credentials=True: Starlette ECHOES the caller Origin for any cookie-bearing request rather than disabling the wildcard","starlette/middleware/cors.py:155-160 has_cookie = ""cookie"" in request_headers then if self.allow_all_origins and has_cookie: self.allow_explicit_origin(headers, origin) - it sets Access-Control-Allow-Origin: <attacker origin> together with Allow-Credentials: true",,"Combined with the ENVIRONMENT default above, any website the victim visits can issue credentialed cross-origin requests using the access_token cookie AND READ THE RESPONSES - full lead-database exfiltration plus arbitrary state change, not merely blind CSRF","Never pair ""*"" with allow_credentials=True; list explicit dev origins in the development branch too",,OPEN,A01-core,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-041,HIGH,CONFIRMED,enum,,app/models/task.py,26,27,Task.status/Task.tipo,"Same NAME-vs-value split: the DB stores PENDENTE/EM_ANDAMENTO/CONCLUIDO/CANCELADO and MANUAL/AUTOMATICA while the API returns the lowercase values, so every out-of-ORM reader compares against the wrong form","runtime check: rows land as ('PENDENTE'),('CONCLUIDO') and Postgres DDL is a native enum with NAME labels; the AI SQL tool advertises the OPPOSITE at ai_tools.py:89 (status [pending, in_progress, completed]) and ai_tools.py:100 lets the model run that SQL",,"n8n, BI queries and the built-in AI SELECT tool silently return ZERO ROWS for status filters; ORM-side comparisons still work so the bug is invisible from the app",values_callable on both columns (plus data migration) and correct the schema string handed to the LLM,,OPEN,A03-models,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-042,HIGH,CONFIRMED,cross-service,,app/models/user.py,14,26,User (vs conversas User),"The two declarations of the SAME users table disagree on FOUR columns; whichever service runs create_all first wins, and neither can insert a row the other accepts",CRM nome String(100) vs conversas String(200); CRM role SAEnum vs conversas String(20); CRM email_verified Boolean NOT NULL with NO server_default has NO counterpart in the conversas model; CRM api_key unique+indexed vs conversas neither; both services call create_all at startup and create_all NEVER ALTERs,,A fresh shared database created by Conversas LACKS email_verified entirely -> the CRM 500s on every user query; created by the CRM -> Conversas cannot create users,Extract one shared model module (or one Alembic-owned schema) and have Conversas import it,,RESOLVED,A03-models,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
